"IDE_CLIENTE","IDE_CLIENTE_NIF","DES_CLIENTE","FEC_NACIMIENTO","NUM_EDAD","NUM_TAMANO_FAMILIAR","FEC_CONTRATO","NUM_ANOS_EXPERIENCIA","NUM_INGRESOS_ANO","IDE_NIVEL_EDUCACION","DES_NIVEL_EDUCACION"
5221,"MIG104827","PRUEBAAPELLIDO MIG104827, PRUEBANOMBRE MIG104827","1958-10-23",56,2,"1983-10-23",31,81,3,"ALTO"
5220,"MIG104826","PRUEBAAPELLIDO MIG104826, PRUEBANOMBRE MIG104826","1958-10-23",56,2,"1982-10-23",32,84,1,"BASICO"
5219,"MIG104825","PRUEBAAPELLIDO MIG104825, PRUEBANOMBRE MIG104825","1982-10-23",32,3,"2008-10-23",6,25,1,"BASICO"
5218,"MIG104824","PRUEBAAPELLIDO MIG104824, PRUEBANOMBRE MIG104824","1968-10-23",46,2,"1993-10-23",21,115,3,"ALTO"
5217,"MIG104823","PRUEBAAPELLIDO MIG104823, PRUEBANOMBRE MIG104823","1954-10-23",60,1,"1978-10-23",36,149,1,"BASICO"
5216,"MIG104822","PRUEBAAPELLIDO MIG104822, PRUEBANOMBRE MIG104822","1984-10-23",30,1,"2008-10-23",6,62,1,"BASICO"
5215,"MIG104821","PRUEBAAPELLIDO MIG104821, PRUEBANOMBRE MIG104821","1972-10-23",42,1,"1997-10-23",17,44,3,"ALTO"
5214,"MIG104820","PRUEBAAPELLIDO MIG104820, PRUEBANOMBRE MIG104820","1982-10-23",32,3,"2008-10-23",6,41,1,"BASICO"
5213,"MIG104819","PRUEBAAPELLIDO MIG104819, PRUEBANOMBRE MIG104819","1969-10-23",45,2,"1995-10-23",19,85,2,"MEDIO"
5212,"MIG104818","PRUEBAAPELLIDO MIG104818, PRUEBANOMBRE MIG104818","1968-10-23",46,2,"1992-10-23",22,134,1,"BASICO"
5211,"MIG104817","PRUEBAAPELLIDO MIG104817, PRUEBANOMBRE MIG104817","1964-10-23",50,3,"1990-10-23",24,83,2,"MEDIO"
5210,"MIG104816","PRUEBAAPELLIDO MIG104816, PRUEBANOMBRE MIG104816","1956-10-23",58,2,"1982-10-23",32,99,1,"BASICO"
5209,"MIG104815","PRUEBAAPELLIDO MIG104815, PRUEBANOMBRE MIG104815","1954-10-23",60,3,"1980-10-23",34,41,3,"ALTO"
5208,"MIG104814","PRUEBAAPELLIDO MIG104814, PRUEBANOMBRE MIG104814","1965-10-23",49,3,"1991-10-23",23,60,2,"MEDIO"
5207,"MIG104813","PRUEBAAPELLIDO MIG104813, PRUEBANOMBRE MIG104813","1985-10-23",29,4,"2010-10-23",4,184,3,"ALTO"
5206,"MIG104812","PRUEBAAPELLIDO MIG104812, PRUEBANOMBRE MIG104812","1978-10-23",36,2,"2002-10-23",12,123,3,"ALTO"
5205,"MIG104811","PRUEBAAPELLIDO MIG104811, PRUEBANOMBRE MIG104811","1956-10-23",58,2,"1980-10-23",34,11,1,"BASICO"
5204,"MIG104810","PRUEBAAPELLIDO MIG104810, PRUEBANOMBRE MIG104810","1971-10-23",43,3,"1995-10-23",19,32,2,"MEDIO"
5203,"MIG104809","PRUEBAAPELLIDO MIG104809, PRUEBANOMBRE MIG104809","1972-10-23",42,3,"1998-10-23",16,32,2,"MEDIO"
5202,"MIG104808","PRUEBAAPELLIDO MIG104808, PRUEBANOMBRE MIG104808","1974-10-23",40,1,"2000-10-23",14,53,1,"BASICO"
5201,"MIG104807","PRUEBAAPELLIDO MIG104807, PRUEBANOMBRE MIG104807","1952-10-23",62,3,"1977-10-23",37,39,1,"BASICO"
5200,"MIG104806","PRUEBAAPELLIDO MIG104806, PRUEBANOMBRE MIG104806","1984-10-23",30,1,"2008-10-23",6,160,1,"BASICO"
5199,"MIG104805","PRUEBAAPELLIDO MIG104805, PRUEBANOMBRE MIG104805","1956-10-23",58,1,"1982-10-23",32,40,2,"MEDIO"
5198,"MIG104804","PRUEBAAPELLIDO MIG104804, PRUEBANOMBRE MIG104804","1966-10-23",48,2,"1990-10-23",24,48,3,"ALTO"
5197,"MIG104803","PRUEBAAPELLIDO MIG104803, PRUEBANOMBRE MIG104803","1979-10-23",35,3,"2003-10-23",11,58,1,"BASICO"
5196,"MIG104802","PRUEBAAPELLIDO MIG104802, PRUEBANOMBRE MIG104802","1980-10-23",34,2,"2004-10-23",10,88,1,"BASICO"
5195,"MIG104801","PRUEBAAPELLIDO MIG104801, PRUEBANOMBRE MIG104801","1981-10-23",33,1,"2007-10-23",7,73,1,"BASICO"
5194,"MIG104800","PRUEBAAPELLIDO MIG104800, PRUEBANOMBRE MIG104800","1970-10-23",44,4,"1994-10-23",20,33,1,"BASICO"
5193,"MIG104799","PRUEBAAPELLIDO MIG104799, PRUEBANOMBRE MIG104799","1970-10-23",44,3,"1994-10-23",20,62,3,"ALTO"
5192,"MIG104798","PRUEBAAPELLIDO MIG104798, PRUEBANOMBRE MIG104798","1977-10-23",37,4,"2003-10-23",11,24,1,"BASICO"
5191,"MIG104797","PRUEBAAPELLIDO MIG104797, PRUEBANOMBRE MIG104797","1988-10-23",26,4,"2014-10-23",0,42,3,"ALTO"
5190,"MIG104796","PRUEBAAPELLIDO MIG104796, PRUEBANOMBRE MIG104796","1968-10-23",46,2,"1993-10-23",21,39,1,"BASICO"
5189,"MIG104795","PRUEBAAPELLIDO MIG104795, PRUEBANOMBRE MIG104795","1958-10-23",56,4,"1984-10-23",30,29,3,"ALTO"
5188,"MIG104794","PRUEBAAPELLIDO MIG104794, PRUEBANOMBRE MIG104794","1969-10-23",45,2,"1993-10-23",21,59,1,"BASICO"
5187,"MIG104793","PRUEBAAPELLIDO MIG104793, PRUEBANOMBRE MIG104793","1978-10-23",36,4,"2004-10-23",10,28,1,"BASICO"
5186,"MIG104792","PRUEBAAPELLIDO MIG104792, PRUEBANOMBRE MIG104792","1955-10-23",59,4,"1979-10-23",35,43,1,"BASICO"
5185,"MIG104791","PRUEBAAPELLIDO MIG104791, PRUEBANOMBRE MIG104791","1979-10-23",35,3,"2003-10-23",11,101,3,"ALTO"
5184,"MIG104790","PRUEBAAPELLIDO MIG104790, PRUEBANOMBRE MIG104790","1956-10-23",58,4,"1980-10-23",34,84,2,"MEDIO"
5183,"MIG104789","PRUEBAAPELLIDO MIG104789, PRUEBANOMBRE MIG104789","1978-10-23",36,1,"2004-10-23",10,39,1,"BASICO"
5182,"MIG104788","PRUEBAAPELLIDO MIG104788, PRUEBANOMBRE MIG104788","1966-10-23",48,3,"1992-10-23",22,42,2,"MEDIO"
5181,"MIG104787","PRUEBAAPELLIDO MIG104787, PRUEBANOMBRE MIG104787","1978-10-23",36,4,"2002-10-23",12,18,1,"BASICO"
5180,"MIG104786","PRUEBAAPELLIDO MIG104786, PRUEBANOMBRE MIG104786","1984-10-23",30,2,"2009-10-23",5,23,3,"ALTO"
5179,"MIG104785","PRUEBAAPELLIDO MIG104785, PRUEBANOMBRE MIG104785","1962-10-23",52,2,"1986-10-23",28,9,1,"BASICO"
5178,"MIG104784","PRUEBAAPELLIDO MIG104784, PRUEBANOMBRE MIG104784","1971-10-23",43,4,"1995-10-23",19,32,1,"BASICO"
5177,"MIG104783","PRUEBAAPELLIDO MIG104783, PRUEBANOMBRE MIG104783","1988-10-23",26,2,"2014-10-23",0,150,1,"BASICO"
5176,"MIG104782","PRUEBAAPELLIDO MIG104782, PRUEBANOMBRE MIG104782","1979-10-23",35,3,"2005-10-23",9,25,2,"MEDIO"
5175,"MIG104781","PRUEBAAPELLIDO MIG104781, PRUEBANOMBRE MIG104781","1967-10-23",47,3,"1994-10-23",20,49,2,"MEDIO"
5174,"MIG104780","PRUEBAAPELLIDO MIG104780, PRUEBANOMBRE MIG104780","1975-10-23",39,1,"2000-10-23",14,20,3,"ALTO"
5173,"MIG104779","PRUEBAAPELLIDO MIG104779, PRUEBANOMBRE MIG104779","1962-10-23",52,4,"1987-10-23",27,22,1,"BASICO"
5172,"MIG104778","PRUEBAAPELLIDO MIG104778, PRUEBANOMBRE MIG104778","1982-10-23",32,4,"2006-10-23",8,30,2,"MEDIO"
5171,"MIG104777","PRUEBAAPELLIDO MIG104777, PRUEBANOMBRE MIG104777","1967-10-23",47,2,"1991-10-23",23,40,3,"ALTO"
5170,"MIG104776","PRUEBAAPELLIDO MIG104776, PRUEBANOMBRE MIG104776","1970-10-23",44,1,"2000-10-23",14,33,3,"ALTO"
5169,"MIG104775","PRUEBAAPELLIDO MIG104775, PRUEBANOMBRE MIG104775","1958-10-23",56,1,"1982-10-23",32,22,3,"ALTO"
5168,"MIG104774","PRUEBAAPELLIDO MIG104774, PRUEBANOMBRE MIG104774","1961-10-23",53,2,"1986-10-23",28,48,2,"MEDIO"
5167,"MIG104773","PRUEBAAPELLIDO MIG104773, PRUEBANOMBRE MIG104773","1988-10-23",26,3,"2012-10-23",2,95,1,"BASICO"
5166,"MIG104772","PRUEBAAPELLIDO MIG104772, PRUEBANOMBRE MIG104772","1978-10-23",36,3,"2003-10-23",11,85,3,"ALTO"
5165,"MIG104771","PRUEBAAPELLIDO MIG104771, PRUEBANOMBRE MIG104771","1979-10-23",35,4,"2009-10-23",5,93,3,"ALTO"
5164,"MIG104770","PRUEBAAPELLIDO MIG104770, PRUEBANOMBRE MIG104770","1988-10-23",26,4,"2012-10-23",2,20,1,"BASICO"
5163,"MIG104769","PRUEBAAPELLIDO MIG104769, PRUEBANOMBRE MIG104769","1976-10-23",38,1,"2000-10-23",14,39,2,"MEDIO"
5162,"MIG104768","PRUEBAAPELLIDO MIG104768, PRUEBANOMBRE MIG104768","1979-10-23",35,3,"2005-10-23",9,45,1,"BASICO"
5161,"MIG104767","PRUEBAAPELLIDO MIG104767, PRUEBANOMBRE MIG104767","1973-10-23",41,3,"1999-10-23",15,54,1,"BASICO"
5160,"MIG104766","PRUEBAAPELLIDO MIG104766, PRUEBANOMBRE MIG104766","1956-10-23",58,1,"1980-10-23",34,82,1,"BASICO"
5159,"MIG104765","PRUEBAAPELLIDO MIG104765, PRUEBANOMBRE MIG104765","1958-10-23",56,4,"1982-10-23",32,88,2,"MEDIO"
5158,"MIG104764","PRUEBAAPELLIDO MIG104764, PRUEBANOMBRE MIG104764","1963-10-23",51,1,"1989-10-23",25,173,2,"MEDIO"
5157,"MIG104763","PRUEBAAPELLIDO MIG104763, PRUEBANOMBRE MIG104763","1977-10-23",37,4,"2007-10-23",7,94,3,"ALTO"
5156,"MIG104762","PRUEBAAPELLIDO MIG104762, PRUEBANOMBRE MIG104762","1953-10-23",61,2,"1979-10-23",35,74,2,"MEDIO"
5155,"MIG104761","PRUEBAAPELLIDO MIG104761, PRUEBANOMBRE MIG104761","1964-10-23",50,2,"1989-10-23",25,18,1,"BASICO"
5154,"MIG104760","PRUEBAAPELLIDO MIG104760, PRUEBANOMBRE MIG104760","1948-10-23",66,4,"1973-10-23",41,80,2,"MEDIO"
5153,"MIG104759","PRUEBAAPELLIDO MIG104759, PRUEBANOMBRE MIG104759","1968-10-23",46,1,"1993-10-23",21,40,1,"BASICO"
5152,"MIG104758","PRUEBAAPELLIDO MIG104758, PRUEBANOMBRE MIG104758","1988-10-23",26,1,"2012-10-23",2,135,1,"BASICO"
5151,"MIG104757","PRUEBAAPELLIDO MIG104757, PRUEBANOMBRE MIG104757","1984-10-23",30,4,"2010-10-23",4,78,2,"MEDIO"
5150,"MIG104756","PRUEBAAPELLIDO MIG104756, PRUEBANOMBRE MIG104756","1955-10-23",59,2,"1979-10-23",35,151,1,"BASICO"
5149,"MIG104755","PRUEBAAPELLIDO MIG104755, PRUEBANOMBRE MIG104755","1957-10-23",57,2,"1981-10-23",33,93,1,"BASICO"
5148,"MIG104754","PRUEBAAPELLIDO MIG104754, PRUEBANOMBRE MIG104754","1968-10-23",46,1,"1993-10-23",21,85,2,"MEDIO"
5147,"MIG104753","PRUEBAAPELLIDO MIG104753, PRUEBANOMBRE MIG104753","1975-10-23",39,1,"2000-10-23",14,178,1,"BASICO"
5146,"MIG104752","PRUEBAAPELLIDO MIG104752, PRUEBANOMBRE MIG104752","1973-10-23",41,1,"1997-10-23",17,154,1,"BASICO"
5145,"MIG104751","PRUEBAAPELLIDO MIG104751, PRUEBANOMBRE MIG104751","1948-10-23",66,1,"1973-10-23",41,38,3,"ALTO"
5144,"MIG104750","PRUEBAAPELLIDO MIG104750, PRUEBANOMBRE MIG104750","1983-10-23",31,3,"2009-10-23",5,21,1,"BASICO"
5143,"MIG104749","PRUEBAAPELLIDO MIG104749, PRUEBANOMBRE MIG104749","1971-10-23",43,1,"1996-10-23",18,38,3,"ALTO"
5142,"MIG104748","PRUEBAAPELLIDO MIG104748, PRUEBANOMBRE MIG104748","1965-10-23",49,4,"1989-10-23",25,91,2,"MEDIO"
5141,"MIG104747","PRUEBAAPELLIDO MIG104747, PRUEBANOMBRE MIG104747","1983-10-23",31,1,"2007-10-23",7,18,3,"ALTO"
5140,"MIG104746","PRUEBAAPELLIDO MIG104746, PRUEBANOMBRE MIG104746","1965-10-23",49,1,"1991-10-23",23,129,1,"BASICO"
5139,"MIG104745","PRUEBAAPELLIDO MIG104745, PRUEBANOMBRE MIG104745","1970-10-23",44,3,"1994-10-23",20,72,3,"ALTO"
5138,"MIG104744","PRUEBAAPELLIDO MIG104744, PRUEBANOMBRE MIG104744","1964-10-23",50,1,"1988-10-23",26,21,1,"BASICO"
5137,"MIG104743","PRUEBAAPELLIDO MIG104743, PRUEBANOMBRE MIG104743","1956-10-23",58,4,"1981-10-23",33,25,2,"MEDIO"
5136,"MIG104742","PRUEBAAPELLIDO MIG104742, PRUEBANOMBRE MIG104742","1956-10-23",58,4,"1982-10-23",32,55,1,"BASICO"
5135,"MIG104741","PRUEBAAPELLIDO MIG104741, PRUEBANOMBRE MIG104741","1958-10-23",56,1,"1984-10-23",30,178,1,"BASICO"
5134,"MIG104740","PRUEBAAPELLIDO MIG104740, PRUEBANOMBRE MIG104740","1952-10-23",62,1,"1976-10-23",38,174,1,"BASICO"
5133,"MIG104739","PRUEBAAPELLIDO MIG104739, PRUEBANOMBRE MIG104739","1958-10-23",56,3,"1982-10-23",32,44,1,"BASICO"
5132,"MIG104738","PRUEBAAPELLIDO MIG104738, PRUEBANOMBRE MIG104738","1953-10-23",61,3,"1978-10-23",36,85,2,"MEDIO"
5131,"MIG104737","PRUEBAAPELLIDO MIG104737, PRUEBANOMBRE MIG104737","1963-10-23",51,3,"1989-10-23",25,65,2,"MEDIO"
5130,"MIG104736","PRUEBAAPELLIDO MIG104736, PRUEBANOMBRE MIG104736","1980-10-23",34,4,"2005-10-23",9,84,2,"MEDIO"
5129,"MIG104735","PRUEBAAPELLIDO MIG104735, PRUEBANOMBRE MIG104735","1951-10-23",63,1,"1975-10-23",39,64,3,"ALTO"
5128,"MIG104734","PRUEBAAPELLIDO MIG104734, PRUEBANOMBRE MIG104734","1965-10-23",49,1,"1991-10-23",23,121,1,"BASICO"
5127,"MIG104733","PRUEBAAPELLIDO MIG104733, PRUEBANOMBRE MIG104733","1975-10-23",39,3,"2001-10-23",13,69,1,"BASICO"
5126,"MIG104732","PRUEBAAPELLIDO MIG104732, PRUEBANOMBRE MIG104732","1977-10-23",37,2,"2003-10-23",11,29,3,"ALTO"
5125,"MIG104731","PRUEBAAPELLIDO MIG104731, PRUEBANOMBRE MIG104731","1962-10-23",52,1,"1987-10-23",27,29,2,"MEDIO"
5124,"MIG104730","PRUEBAAPELLIDO MIG104730, PRUEBANOMBRE MIG104730","1974-10-23",40,4,"2000-10-23",14,18,3,"ALTO"
5123,"MIG104729","PRUEBAAPELLIDO MIG104729, PRUEBANOMBRE MIG104729","1955-10-23",59,3,"1979-10-23",35,31,2,"MEDIO"
5122,"MIG104728","PRUEBAAPELLIDO MIG104728, PRUEBANOMBRE MIG104728","1973-10-23",41,4,"1997-10-23",17,58,1,"BASICO"
5121,"MIG104727","PRUEBAAPELLIDO MIG104727, PRUEBANOMBRE MIG104727","1980-10-23",34,1,"2004-10-23",10,38,1,"BASICO"
5120,"MIG104726","PRUEBAAPELLIDO MIG104726, PRUEBANOMBRE MIG104726","1980-10-23",34,2,"2006-10-23",8,75,1,"BASICO"
5119,"MIG104725","PRUEBAAPELLIDO MIG104725, PRUEBANOMBRE MIG104725","1980-10-23",34,4,"2006-10-23",8,21,1,"BASICO"
5118,"MIG104724","PRUEBAAPELLIDO MIG104724, PRUEBANOMBRE MIG104724","1975-10-23",39,1,"1999-10-23",15,125,1,"BASICO"
5117,"MIG104723","PRUEBAAPELLIDO MIG104723, PRUEBANOMBRE MIG104723","1974-10-23",40,1,"1998-10-23",16,63,3,"ALTO"
5116,"MIG104722","PRUEBAAPELLIDO MIG104722, PRUEBANOMBRE MIG104722","1962-10-23",52,2,"1988-10-23",26,70,1,"BASICO"
5115,"MIG104721","PRUEBAAPELLIDO MIG104721, PRUEBANOMBRE MIG104721","1973-10-23",41,1,"1999-10-23",15,88,3,"ALTO"
5114,"MIG104720","PRUEBAAPELLIDO MIG104720, PRUEBANOMBRE MIG104720","1982-10-23",32,4,"2006-10-23",8,140,3,"ALTO"
5113,"MIG104719","PRUEBAAPELLIDO MIG104719, PRUEBANOMBRE MIG104719","1982-10-23",32,3,"2008-10-23",6,35,1,"BASICO"
5112,"MIG104718","PRUEBAAPELLIDO MIG104718, PRUEBANOMBRE MIG104718","1985-10-23",29,1,"2009-10-23",5,121,1,"BASICO"
5111,"MIG104717","PRUEBAAPELLIDO MIG104717, PRUEBANOMBRE MIG104717","1954-10-23",60,2,"1980-10-23",34,83,1,"BASICO"
5110,"MIG104716","PRUEBAAPELLIDO MIG104716, PRUEBANOMBRE MIG104716","1949-10-23",65,1,"1975-10-23",39,35,3,"ALTO"
5109,"MIG104715","PRUEBAAPELLIDO MIG104715, PRUEBANOMBRE MIG104715","1987-10-23",27,3,"2011-10-23",3,81,1,"BASICO"
5108,"MIG104714","PRUEBAAPELLIDO MIG104714, PRUEBANOMBRE MIG104714","1989-10-23",25,2,"2013-10-23",1,122,1,"BASICO"
5107,"MIG104713","PRUEBAAPELLIDO MIG104713, PRUEBANOMBRE MIG104713","1989-10-23",25,2,"2014-10-23",0,14,3,"ALTO"
5106,"MIG104712","PRUEBAAPELLIDO MIG104712, PRUEBANOMBRE MIG104712","1949-10-23",65,3,"1974-10-23",40,59,1,"BASICO"
5105,"MIG104711","PRUEBAAPELLIDO MIG104711, PRUEBANOMBRE MIG104711","1973-10-23",41,3,"1997-10-23",17,71,3,"ALTO"
5104,"MIG104710","PRUEBAAPELLIDO MIG104710, PRUEBANOMBRE MIG104710","1988-10-23",26,2,"2013-10-23",1,35,2,"MEDIO"
5103,"MIG104709","PRUEBAAPELLIDO MIG104709, PRUEBANOMBRE MIG104709","1952-10-23",62,3,"1977-10-23",37,10,1,"BASICO"
5102,"MIG104708","PRUEBAAPELLIDO MIG104708, PRUEBANOMBRE MIG104708","1955-10-23",59,2,"1979-10-23",35,91,1,"BASICO"
5101,"MIG104707","PRUEBAAPELLIDO MIG104707, PRUEBANOMBRE MIG104707","1954-10-23",60,2,"1978-10-23",36,8,1,"BASICO"
5100,"MIG104706","PRUEBAAPELLIDO MIG104706, PRUEBANOMBRE MIG104706","1953-10-23",61,3,"1977-10-23",37,141,1,"BASICO"
5099,"MIG104705","PRUEBAAPELLIDO MIG104705, PRUEBANOMBRE MIG104705","1960-10-23",54,3,"1986-10-23",28,102,2,"MEDIO"
5098,"MIG104704","PRUEBAAPELLIDO MIG104704, PRUEBANOMBRE MIG104704","1957-10-23",57,3,"1987-10-23",27,62,3,"ALTO"
5097,"MIG104703","PRUEBAAPELLIDO MIG104703, PRUEBANOMBRE MIG104703","1979-10-23",35,2,"2009-10-23",5,108,3,"ALTO"
5096,"MIG104702","PRUEBAAPELLIDO MIG104702, PRUEBANOMBRE MIG104702","1972-10-23",42,1,"1998-10-23",16,49,1,"BASICO"
5095,"MIG104701","PRUEBAAPELLIDO MIG104701, PRUEBANOMBRE MIG104701","1983-10-23",31,1,"2007-10-23",7,170,1,"BASICO"
5094,"MIG104700","PRUEBAAPELLIDO MIG104700, PRUEBANOMBRE MIG104700","1953-10-23",61,2,"1978-10-23",36,61,1,"BASICO"
5093,"MIG104699","PRUEBAAPELLIDO MIG104699, PRUEBANOMBRE MIG104699","1966-10-23",48,3,"1992-10-23",22,162,1,"BASICO"
5092,"MIG104698","PRUEBAAPELLIDO MIG104698, PRUEBANOMBRE MIG104698","1965-10-23",49,3,"1992-10-23",22,103,2,"MEDIO"
5091,"MIG104697","PRUEBAAPELLIDO MIG104697, PRUEBANOMBRE MIG104697","1955-10-23",59,4,"1979-10-23",35,70,3,"ALTO"
5090,"MIG104696","PRUEBAAPELLIDO MIG104696, PRUEBANOMBRE MIG104696","1969-10-23",45,1,"1995-10-23",19,70,1,"BASICO"
5089,"MIG104695","PRUEBAAPELLIDO MIG104695, PRUEBANOMBRE MIG104695","1975-10-23",39,2,"2001-10-23",13,25,3,"ALTO"
5088,"MIG104694","PRUEBAAPELLIDO MIG104694, PRUEBANOMBRE MIG104694","1962-10-23",52,1,"1986-10-23",28,20,1,"BASICO"
5087,"MIG104693","PRUEBAAPELLIDO MIG104693, PRUEBANOMBRE MIG104693","1955-10-23",59,3,"1979-10-23",35,32,2,"MEDIO"
5086,"MIG104692","PRUEBAAPELLIDO MIG104692, PRUEBANOMBRE MIG104692","1973-10-23",41,3,"1997-10-23",17,65,3,"ALTO"
5085,"MIG104691","PRUEBAAPELLIDO MIG104691, PRUEBANOMBRE MIG104691","1955-10-23",59,1,"1980-10-23",34,19,3,"ALTO"
5084,"MIG104690","PRUEBAAPELLIDO MIG104690, PRUEBANOMBRE MIG104690","1963-10-23",51,4,"1987-10-23",27,43,2,"MEDIO"
5083,"MIG104689","PRUEBAAPELLIDO MIG104689, PRUEBANOMBRE MIG104689","1985-10-23",29,4,"2011-10-23",3,69,2,"MEDIO"
5082,"MIG104688","PRUEBAAPELLIDO MIG104688, PRUEBANOMBRE MIG104688","1956-10-23",58,4,"1980-10-23",34,48,2,"MEDIO"
5081,"MIG104687","PRUEBAAPELLIDO MIG104687, PRUEBANOMBRE MIG104687","1953-10-23",61,2,"1979-10-23",35,113,1,"BASICO"
5080,"MIG104686","PRUEBAAPELLIDO MIG104686, PRUEBANOMBRE MIG104686","1951-10-23",63,4,"1975-10-23",39,41,2,"MEDIO"
5079,"MIG104685","PRUEBAAPELLIDO MIG104685, PRUEBANOMBRE MIG104685","1955-10-23",59,1,"1980-10-23",34,103,1,"BASICO"
5078,"MIG104684","PRUEBAAPELLIDO MIG104684, PRUEBANOMBRE MIG104684","1962-10-23",52,2,"1986-10-23",28,149,1,"BASICO"
5077,"MIG104683","PRUEBAAPELLIDO MIG104683, PRUEBANOMBRE MIG104683","1959-10-23",55,3,"1989-10-23",25,44,3,"ALTO"
5076,"MIG104682","PRUEBAAPELLIDO MIG104682, PRUEBANOMBRE MIG104682","1987-10-23",27,4,"2011-10-23",3,68,1,"BASICO"
5075,"MIG104681","PRUEBAAPELLIDO MIG104681, PRUEBANOMBRE MIG104681","1968-10-23",46,2,"1993-10-23",21,154,1,"BASICO"
5074,"MIG104680","PRUEBAAPELLIDO MIG104680, PRUEBANOMBRE MIG104680","1988-10-23",26,2,"2014-10-23",0,161,1,"BASICO"
5073,"MIG104679","PRUEBAAPELLIDO MIG104679, PRUEBANOMBRE MIG104679","1981-10-23",33,1,"2007-10-23",7,115,2,"MEDIO"
5072,"MIG104678","PRUEBAAPELLIDO MIG104678, PRUEBANOMBRE MIG104678","1989-10-23",25,2,"2014-10-23",0,38,3,"ALTO"
5071,"MIG104677","PRUEBAAPELLIDO MIG104677, PRUEBANOMBRE MIG104677","1975-10-23",39,3,"2001-10-23",13,68,1,"BASICO"
5070,"MIG104676","PRUEBAAPELLIDO MIG104676, PRUEBANOMBRE MIG104676","1979-10-23",35,1,"2003-10-23",11,32,1,"BASICO"
5069,"MIG104675","PRUEBAAPELLIDO MIG104675, PRUEBANOMBRE MIG104675","1974-10-23",40,1,"2000-10-23",14,93,3,"ALTO"
5068,"MIG104674","PRUEBAAPELLIDO MIG104674, PRUEBANOMBRE MIG104674","1964-10-23",50,2,"1991-10-23",23,18,2,"MEDIO"
5067,"MIG104673","PRUEBAAPELLIDO MIG104673, PRUEBANOMBRE MIG104673","1962-10-23",52,1,"1988-10-23",26,180,1,"BASICO"
5066,"MIG104672","PRUEBAAPELLIDO MIG104672, PRUEBANOMBRE MIG104672","1975-10-23",39,1,"2000-10-23",14,104,3,"ALTO"
5065,"MIG104671","PRUEBAAPELLIDO MIG104671, PRUEBANOMBRE MIG104671","1962-10-23",52,1,"1988-10-23",26,194,1,"BASICO"
5064,"MIG104670","PRUEBAAPELLIDO MIG104670, PRUEBANOMBRE MIG104670","1987-10-23",27,4,"2013-10-23",1,64,2,"MEDIO"
5063,"MIG104669","PRUEBAAPELLIDO MIG104669, PRUEBANOMBRE MIG104669","1974-10-23",40,3,"2000-10-23",14,63,3,"ALTO"
5062,"MIG104668","PRUEBAAPELLIDO MIG104668, PRUEBANOMBRE MIG104668","1962-10-23",52,1,"1986-10-23",28,72,3,"ALTO"
5061,"MIG104667","PRUEBAAPELLIDO MIG104667, PRUEBANOMBRE MIG104667","1980-10-23",34,3,"2005-10-23",9,72,1,"BASICO"
5060,"MIG104666","PRUEBAAPELLIDO MIG104666, PRUEBANOMBRE MIG104666","1974-10-23",40,2,"1998-10-23",16,65,1,"BASICO"
5059,"MIG104665","PRUEBAAPELLIDO MIG104665, PRUEBANOMBRE MIG104665","1952-10-23",62,4,"1977-10-23",37,83,2,"MEDIO"
5058,"MIG104664","PRUEBAAPELLIDO MIG104664, PRUEBANOMBRE MIG104664","1986-10-23",28,1,"2011-10-23",3,115,1,"BASICO"
5057,"MIG104663","PRUEBAAPELLIDO MIG104663, PRUEBANOMBRE MIG104663","1958-10-23",56,2,"1983-10-23",31,59,2,"MEDIO"
5056,"MIG104662","PRUEBAAPELLIDO MIG104662, PRUEBANOMBRE MIG104662","1971-10-23",43,1,"1995-10-23",19,129,1,"BASICO"
5055,"MIG104661","PRUEBAAPELLIDO MIG104661, PRUEBANOMBRE MIG104661","1955-10-23",59,1,"1979-10-23",35,38,1,"BASICO"
5054,"MIG104660","PRUEBAAPELLIDO MIG104660, PRUEBANOMBRE MIG104660","1986-10-23",28,1,"2010-10-23",4,199,1,"BASICO"
5053,"MIG104659","PRUEBAAPELLIDO MIG104659, PRUEBANOMBRE MIG104659","1978-10-23",36,4,"2003-10-23",11,69,3,"ALTO"
5052,"MIG104658","PRUEBAAPELLIDO MIG104658, PRUEBANOMBRE MIG104658","1973-10-23",41,2,"1998-10-23",16,9,2,"MEDIO"
5051,"MIG104657","PRUEBAAPELLIDO MIG104657, PRUEBANOMBRE MIG104657","1967-10-23",47,3,"1993-10-23",21,38,2,"MEDIO"
5050,"MIG104656","PRUEBAAPELLIDO MIG104656, PRUEBANOMBRE MIG104656","1981-10-23",33,2,"2007-10-23",7,188,2,"MEDIO"
5049,"MIG104655","PRUEBAAPELLIDO MIG104655, PRUEBANOMBRE MIG104655","1970-10-23",44,3,"1997-10-23",17,69,2,"MEDIO"
5048,"MIG104654","PRUEBAAPELLIDO MIG104654, PRUEBANOMBRE MIG104654","1980-10-23",34,2,"2004-10-23",10,155,1,"BASICO"
5047,"MIG104653","PRUEBAAPELLIDO MIG104653, PRUEBANOMBRE MIG104653","1976-10-23",38,3,"2002-10-23",12,184,1,"BASICO"
5046,"MIG104652","PRUEBAAPELLIDO MIG104652, PRUEBANOMBRE MIG104652","1966-10-23",48,2,"1990-10-23",24,58,1,"BASICO"
